gst_present,pan_present,udyam_present,signature_present,quotation_present,gst_valid,pan_valid,udyam_valid,quotation_valid,gst_days_to_expiry,udyam_days_to_expiry,name_consistency,address_consistency,price_consistency,num_pages,has_signature,has_delivery_date,has_payment_terms,has_warranty,text_length,num_dates_found,num_prices_found,gst_validation_score,pan_validation_score,udyam_validation_score,completeness_score,consistency_score,validity_score,id,label,confidence
1,1,1,1,1,1,1,1,1,1966,411,1,1,1,10,1,1,1,0,2158,2,1,95,91,98,88,86,94,APP_0069,APPROVE,0.8564671544365116
1,1,1,1,1,1,1,1,1,1899,1329,1,1,1,5,1,1,1,0,1277,3,3,96,97,97,99,96,89,APP_0070,APPROVE,0.9574666746131306
1,1,1,1,1,1,1,1,1,2728,500,1,1,1,7,1,1,1,1,3839,1,3,93,96,99,95,89,87,APP_0071,APPROVE,0.9869065066160057
1,1,1,1,1,1,1,1,1,2587,1330,1,1,1,4,1,1,1,1,4398,5,3,92,98,93,86,95,100,APP_0072,APPROVE,0.9773428207303918
1,1,1,1,1,1,1,1,1,138,1180,1,1,1,4,1,1,1,0,4720,2,3,100,98,90,96,88,100,APP_0073,APPROVE,0.8762989004818594
1,1,1,1,1,1,1,1,1,1720,818,1,1,1,10,1,1,1,0,595,2,1,95,94,91,88,90,100,APP_0074,APPROVE,0.8951910205200907
1,1,1,1,1,1,1,1,1,1427,1729,1,1,1,3,1,1,1,0,4814,2,2,99,93,95,94,89,98,APP_0075,APPROVE,0.8819154994400218
1,1,1,1,1,1,1,1,1,1906,1325,1,1,1,5,1,1,1,1,3292,3,2,95,95,96,85,89,90,APP_0076,APPROVE,0.9132712973782923
1,1,1,1,1,1,1,1,1,1131,1474,1,1,1,1,1,1,1,0,4858,4,1,95,91,90,87,92,97,APP_0077,APPROVE,0.9680887410746433
1,1,1,1,1,1,1,1,1,333,1220,1,1,1,4,1,1,1,1,3340,1,2,90,100,99,85,98,94,APP_0078,APPROVE,0.9952444458761159
1,1,1,1,1,1,1,1,1,1288,645,1,1,1,4,1,1,1,1,958,3,2,95,90,90,89,93,94,APP_0079,APPROVE,0.8736057489913558
1,1,1,1,1,1,1,1,1,1706,1501,1,1,1,2,1,1,1,1,3142,4,1,90,90,90,97,100,88,APP_0080,APPROVE,0.8872817472489095
1,1,1,1,1,1,1,1,1,711,659,1,1,1,10,1,1,1,0,758,2,3,90,90,92,99,93,85,APP_0081,APPROVE,0.8535406925816217
1,1,1,1,1,1,1,1,1,723,1695,1,1,1,7,1,1,1,1,1376,5,2,91,92,99,92,94,95,APP_0082,APPROVE,0.9063205455977261
1,1,1,1,1,1,1,1,1,1861,736,1,1,1,8,1,1,1,0,672,5,3,98,97,92,93,88,99,APP_0083,APPROVE,0.8926457004169015
1,1,1,1,1,1,1,1,1,2087,991,1,1,1,3,1,1,1,0,1593,5,1,91,96,97,91,100,90,APP_0084,APPROVE,0.8942550610721764
1,1,1,1,1,1,1,1,1,783,1731,1,1,1,6,1,1,1,0,2199,3,2,96,94,97,95,90,94,APP_0085,APPROVE,0.8601504770306144
1,1,1,1,1,1,1,1,1,3295,989,1,1,1,2,1,1,1,0,4895,2,2,96,97,95,95,92,88,APP_0086,APPROVE,0.9973651809520789
1,1,1,1,1,1,1,1,1,269,318,1,1,1,2,1,1,1,1,3275,1,1,96,95,90,100,91,99,APP_0087,APPROVE,0.9082803968896416
1,1,1,1,1,1,1,1,1,3098,246,1,1,1,9,1,1,1,0,2636,2,1,99,94,91,99,85,100,APP_0088,APPROVE,0.9627116846139044
1,1,1,1,1,1,1,1,1,2346,459,1,1,1,5,1,1,1,1,732,1,2,90,95,94,85,100,100,APP_0089,APPROVE,0.9627472703219362
1,1,1,1,1,1,1,1,1,1942,505,1,1,1,9,1,1,1,0,4100,5,3,100,93,96,91,100,94,APP_0090,APPROVE,0.9442070996174908
1,1,1,1,1,1,1,1,1,1560,1010,1,1,1,2,1,1,1,0,3941,4,2,96,100,99,85,100,90,APP_0091,APPROVE,0.8762577391771399
1,1,1,1,1,1,1,1,1,2552,290,1,1,1,1,1,1,1,0,4982,5,1,97,97,98,85,99,95,APP_0092,APPROVE,0.9611582729958115
1,1,1,1,1,1,1,1,1,2076,1660,1,1,1,7,1,1,1,1,3882,4,1,99,91,98,94,88,92,APP_0093,APPROVE,0.9854096571970264
1,1,1,1,1,1,1,1,1,1148,1167,1,1,1,3,1,1,1,0,4690,4,2,99,98,91,86,86,98,APP_0094,APPROVE,0.9236735798621044
1,1,1,1,1,1,1,1,1,2108,944,1,1,1,1,1,1,1,0,4242,3,3,92,95,96,89,93,92,APP_0095,APPROVE,0.8810500999439932
1,1,1,1,1,1,1,1,1,2192,184,1,1,1,1,1,1,1,1,3587,1,1,95,90,95,90,87,87,APP_0096,APPROVE,0.8794476529337814
1,1,1,1,1,1,1,1,1,1488,1564,1,1,1,10,1,1,1,1,4457,5,2,95,100,99,93,94,96,APP_0097,APPROVE,0.9610597606788093
1,1,1,1,1,1,1,1,1,3122,506,1,1,1,3,1,1,1,0,796,3,2,97,90,99,99,95,95,APP_0098,APPROVE,0.850296764832959
1,1,1,1,1,1,1,1,1,3042,921,1,1,1,8,1,1,1,0,2066,1,2,95,92,97,86,85,86,APP_0099,APPROVE,0.8848941369211956
1,1,1,1,1,1,1,1,1,989,1291,1,1,1,6,1,1,1,0,4807,2,1,96,91,93,88,86,97,APP_0100,APPROVE,0.8675736703285635
1,1,1,1,1,1,1,1,1,1875,1160,1,1,1,10,1,1,1,1,2120,3,1,98,99,96,88,85,85,APP_0101,APPROVE,0.8754503380339294
1,1,1,1,1,1,1,1,1,1426,1204,1,1,1,10,1,1,1,0,1622,5,3,98,100,100,96,97,95,APP_0102,APPROVE,0.9135762390782655
1,1,1,1,1,1,1,1,1,3226,1084,1,1,1,2,1,1,1,0,4718,4,3,96,99,91,100,96,94,APP_0103,APPROVE,0.9000036819921641
1,1,1,1,1,1,1,1,1,1223,1648,1,1,1,5,1,1,1,0,648,1,1,91,97,93,91,98,90,APP_0104,APPROVE,0.8760796441130774
1,1,1,1,1,1,1,1,1,819,1603,1,1,1,4,1,1,1,0,3866,4,3,95,92,97,94,87,96,APP_0105,APPROVE,0.929969698085676
1,1,1,1,1,1,1,1,1,1433,382,1,1,1,2,1,1,1,0,2072,4,3,97,94,93,96,99,95,APP_0106,APPROVE,0.9055741545772117
1,1,1,1,1,1,1,1,1,3581,1777,1,1,1,9,1,1,1,1,1698,2,3,95,100,96,85,96,93,APP_0107,APPROVE,0.9080658791130917
1,1,1,1,1,1,1,1,1,2049,637,1,1,1,4,1,1,1,0,4564,4,1,91,92,100,91,90,100,APP_0108,APPROVE,0.8837562526782203
1,1,1,1,1,1,1,1,1,2811,1746,1,1,1,9,1,1,1,0,2360,4,2,95,94,97,99,94,85,APP_0109,APPROVE,0.8857334323853491
1,1,1,1,1,1,1,1,1,2577,1692,1,1,1,2,1,1,1,0,742,2,2,100,90,100,98,95,95,APP_0110,APPROVE,0.8744382874187527
1,1,1,1,1,1,1,1,1,2889,1422,1,1,1,7,1,1,1,1,3662,5,1,96,92,93,97,92,95,APP_0111,APPROVE,0.8597173353101988
1,1,1,1,1,1,1,1,1,1252,481,1,1,1,1,1,1,1,0,4315,4,1,92,95,96,100,93,88,APP_0112,APPROVE,0.938150365538697
1,1,1,1,1,1,1,1,1,3003,422,1,1,1,6,1,1,1,0,2279,4,3,94,99,94,87,93,90,APP_0113,APPROVE,0.8942841799673945
1,1,1,1,1,1,1,1,1,2498,1708,1,1,1,6,1,1,1,1,1416,2,2,99,96,91,91,86,96,APP_0114,APPROVE,0.9597881489298669
1,1,1,1,1,1,1,1,1,1916,617,1,1,1,6,1,1,1,0,3489,5,1,95,96,91,88,96,93,APP_0115,APPROVE,0.9851728639029746
1,1,1,1,1,1,1,1,1,2496,1615,1,1,1,7,1,1,1,1,2413,4,1,94,99,100,97,94,93,APP_0116,APPROVE,0.9730271873960331
1,1,1,1,1,1,1,1,1,717,1228,1,1,1,7,1,1,1,1,2380,1,3,98,93,98,88,90,90,APP_0117,APPROVE,0.930960190774479
1,1,1,1,1,1,1,1,1,2176,1772,1,1,1,10,1,1,1,0,4534,3,1,100,98,100,98,98,97,APP_0118,APPROVE,0.9010267456855017
1,1,1,1,1,1,1,1,1,190,1725,1,1,1,7,1,1,1,0,3171,5,3,95,99,94,85,92,88,APP_0119,APPROVE,0.8522200911401263
1,1,1,1,1,1,1,1,1,531,1089,1,1,1,7,1,1,1,0,2150,1,2,91,93,94,88,90,99,APP_0120,APPROVE,0.8787909549220345
1,1,1,1,1,1,1,1,1,2018,1404,1,1,1,8,1,1,1,0,924,3,3,90,94,99,86,88,99,APP_0121,APPROVE,0.8938947200585317
1,1,1,1,1,1,1,1,1,523,1123,1,1,1,6,1,1,1,0,4726,1,3,91,95,98,87,92,86,APP_0122,APPROVE,0.9384327720601802
1,1,1,1,1,1,1,1,1,1108,1679,1,1,1,10,1,1,1,1,577,2,1,97,90,94,95,86,100,APP_0123,APPROVE,0.9039029614616934
1,1,1,1,1,1,1,1,1,674,988,1,1,1,8,1,1,1,1,2853,3,3,100,93,94,85,90,97,APP_0124,APPROVE,0.944659600906575
1,1,1,1,1,1,1,1,1,541,758,1,1,1,2,1,1,1,1,1085,2,3,92,93,93,92,87,85,APP_0125,APPROVE,0.9260072855308973
1,1,1,1,1,1,1,1,1,918,144,1,1,1,4,1,1,1,1,2100,5,3,99,95,99,97,90,87,APP_0126,APPROVE,0.8972414644283033
1,1,1,1,1,1,1,1,1,1275,448,1,1,1,9,1,1,1,1,1628,1,1,94,96,92,87,88,90,APP_0127,APPROVE,0.9750645664116222
1,1,1,1,1,1,1,1,1,421,1129,1,1,1,1,1,1,1,1,3462,4,2,98,95,98,88,92,92,APP_0128,APPROVE,0.9565504068741907
1,1,1,1,1,1,1,1,1,1295,133,1,1,1,1,1,1,1,0,3127,1,1,94,96,92,89,85,87,APP_0129,APPROVE,0.9903353398457282
1,1,1,1,1,1,1,1,1,2651,1410,1,1,1,9,1,1,1,0,3786,5,1,92,99,90,96,97,98,APP_0130,APPROVE,0.896274560190358
1,1,1,1,1,1,1,1,1,1387,1366,1,1,1,6,1,1,1,1,2514,4,3,95,98,97,96,98,96,APP_0131,APPROVE,0.9002082109880793
1,1,1,1,1,1,1,1,1,1143,506,1,1,1,5,1,1,1,0,830,3,1,93,95,99,90,97,94,APP_0132,APPROVE,0.9358376563881158
1,1,1,1,1,1,1,1,1,3244,1737,1,1,1,4,1,1,1,0,3166,3,2,99,95,91,87,98,86,APP_0133,APPROVE,0.9678857891571229
1,1,1,1,1,1,1,1,1,2102,1228,1,1,1,8,1,1,1,1,2154,2,1,99,90,96,94,92,95,APP_0134,APPROVE,0.8546801163206295
1,1,1,1,1,1,1,1,1,3305,1131,1,1,1,8,1,1,1,0,1034,3,1,95,100,99,99,100,91,APP_0135,APPROVE,0.9981984805741655
1,1,1,1,1,1,1,1,1,286,587,1,1,1,9,1,1,1,0,1781,4,1,93,94,100,96,88,96,APP_0136,APPROVE,0.8926615138949274
1,1,1,1,1,1,1,1,1,2265,1744,1,1,1,2,1,1,1,0,3505,4,2,100,97,98,86,94,92,APP_0137,APPROVE,0.9282221365236324
1,1,1,1,1,1,1,1,1,1444,694,1,1,1,10,1,1,1,0,4701,1,2,97,96,97,100,88,95,APP_0138,APPROVE,0.9343477289186061
1,1,1,1,1,1,1,1,1,1672,121,1,1,1,9,1,1,1,1,4679,3,1,99,94,100,97,86,95,APP_0139,APPROVE,0.9038285889508048
1,1,1,1,1,1,1,1,1,2836,1630,1,1,1,7,1,1,1,0,2363,4,2,98,100,97,89,93,95,APP_0140,APPROVE,0.9081408352194842
1,1,1,1,1,1,1,1,1,1667,784,1,1,1,9,1,1,1,0,3772,3,3,95,94,96,93,85,90,APP_0141,APPROVE,0.8824125034188143
1,1,1,1,1,1,1,1,1,2069,347,1,1,1,2,1,1,1,0,4935,5,1,93,91,92,94,89,97,APP_0142,APPROVE,0.905005493104251
1,1,1,1,1,1,1,1,1,2765,763,1,1,1,8,1,1,1,1,2992,1,2,95,93,98,97,97,87,APP_0143,APPROVE,0.8869538450034201
1,1,1,1,1,1,1,1,1,2502,903,1,1,1,5,1,1,1,0,1134,3,2,93,99,93,99,100,87,APP_0144,APPROVE,0.9684748712118438
1,1,1,1,1,1,1,1,1,1807,327,1,1,1,5,1,1,1,1,2075,3,1,93,90,93,92,89,99,APP_0145,APPROVE,0.9307323438367407
1,1,1,1,1,1,1,1,1,241,1810,1,1,1,7,1,1,1,0,2284,1,2,94,91,91,93,85,99,APP_0146,APPROVE,0.9960293718464979
1,1,1,1,1,1,1,1,1,2401,243,1,1,1,1,1,1,1,0,4777,4,1,93,92,90,96,91,100,APP_0147,APPROVE,0.9759274323045337
1,1,1,1,1,1,1,1,1,755,702,1,1,1,4,1,1,1,0,787,4,2,90,95,97,92,98,92,APP_0148,APPROVE,0.9736329212875252
1,1,1,1,1,1,1,1,1,2636,1703,1,1,1,2,1,1,1,1,1426,3,1,95,98,93,88,94,100,APP_0149,APPROVE,0.9940360705002338
1,1,1,1,1,1,1,1,1,2786,284,1,1,1,8,1,1,1,1,2366,1,3,94,91,94,85,90,89,APP_0150,APPROVE,0.9751830939216106
1,1,1,1,1,1,1,1,1,518,398,1,1,1,4,1,1,1,0,2141,4,2,92,100,91,95,98,88,APP_0151,APPROVE,0.9239895923945108
1,1,1,1,1,1,1,1,1,1166,1617,1,1,1,2,1,1,1,1,1644,1,1,90,99,99,88,89,98,APP_0152,APPROVE,0.8580308368828222
1,1,1,1,1,1,1,1,1,1134,943,1,1,1,3,1,1,1,1,4441,4,3,97,100,100,98,93,87,APP_0153,APPROVE,0.9485897823990121
1,1,1,1,1,1,1,1,1,3524,867,1,1,1,8,1,1,1,0,3817,2,3,90,95,93,87,94,98,APP_0154,APPROVE,0.8746559355892699
1,1,1,1,1,1,1,1,1,258,906,1,1,1,2,1,1,1,0,3537,5,2,100,93,93,93,92,91,APP_0155,APPROVE,0.9274301116167478
1,1,1,1,1,1,1,1,1,2007,295,1,1,1,9,1,1,1,0,1205,3,3,100,100,96,99,86,99,APP_0156,APPROVE,0.9088400503907202
1,1,1,1,1,1,1,1,1,3347,840,1,1,1,3,1,1,1,1,2441,3,3,100,97,92,99,98,88,APP_0157,APPROVE,0.8772574181187365
1,1,1,1,1,1,1,1,1,2204,1370,1,1,1,5,1,1,1,0,1927,5,1,98,96,99,87,96,96,APP_0158,APPROVE,0.9905626977011438
1,1,1,1,1,1,1,1,1,1081,315,1,1,1,10,1,1,1,1,1927,2,2,99,96,98,93,88,97,APP_0159,APPROVE,0.9541878111833242
1,1,1,1,1,1,1,1,1,366,581,1,1,1,9,1,1,1,1,4972,5,3,93,93,90,86,96,98,APP_0160,APPROVE,0.9512616271158535
1,1,1,1,1,1,1,1,1,3347,1295,1,1,1,9,1,1,1,0,1876,1,3,97,97,91,97,88,91,APP_0161,APPROVE,0.9888117138123351
1,1,1,1,1,1,1,1,1,1489,140,1,1,1,5,1,1,1,0,3814,5,3,97,92,98,92,94,100,APP_0162,APPROVE,0.8738804342679001
1,1,1,1,1,1,1,1,1,302,1125,1,1,1,8,1,1,1,1,842,4,1,94,95,97,86,86,96,APP_0163,APPROVE,0.9069368867742262
1,1,1,1,1,1,1,1,1,301,214,1,1,1,6,1,1,1,1,794,1,1,100,97,92,95,90,94,APP_0164,APPROVE,0.9236915749147702
1,1,1,1,1,1,1,1,1,3423,662,1,1,1,2,1,1,1,1,556,4,1,92,100,94,94,96,95,APP_0165,APPROVE,0.9516761780912577
1,1,1,1,1,1,1,1,1,105,1576,1,1,1,6,1,1,1,1,3888,2,2,90,99,96,98,85,85,APP_0166,APPROVE,0.9301181266498144
1,1,1,1,1,1,1,1,1,2601,626,1,1,1,2,1,1,1,0,4457,5,3,91,100,98,94,93,99,APP_0167,APPROVE,0.8932017400375806
1,1,1,1,1,1,1,1,1,782,1249,1,1,1,5,1,1,1,1,873,2,3,92,94,95,86,87,86,APP_0168,APPROVE,0.8859390386420021
1,1,1,1,1,1,1,1,1,774,835,1,1,1,7,1,1,1,0,1915,2,2,90,94,90,85,91,86,APP_0169,APPROVE,0.9698766321525112
1,1,1,1,1,1,1,1,1,543,566,1,1,1,10,1,1,1,0,4138,2,1,97,91,95,85,85,97,APP_0170,APPROVE,0.9147900842617813
1,1,1,1,1,1,1,1,1,1715,424,1,1,1,7,1,1,1,1,1049,3,1,94,100,95,98,97,92,APP_0171,APPROVE,0.9560386739817411
